Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,JobRole,MonthlyIncome,WorkLifeBalance,YearsAtCompany
50,No,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,Manager,19331,3,1
23,No,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,Research Scientist,2073,3,2
36,No,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,Laboratory Technician,5562,3,3
42,No,Travel_Rarely,1059,Research & Development,9,2,Other,1,1595,Manager,19613,3,1
35,No,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,Laboratory Technician,3407,2,10
34,No,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,Healthcare Representative,5063,2,8
40,No,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,Sales Executive,4639,3,5
43,No,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,Laboratory Technician,4876,3,6
35,No,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,Laboratory Technician,2690,2,1
46,No,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,Manager,17567,1,26
28,Yes,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,Laboratory Technician,2408,3,1
22,No,Non-Travel,457,Research & Development,26,2,Other,1,1605,Research Scientist,2814,2,4
50,No,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,Healthcare Representative,11245,3,30
32,No,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,Research Scientist,3312,3,3
44,No,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,Research Director,19049,2,22
30,No,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,Research Scientist,2141,2,6
45,No,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,Laboratory Technician,5769,3,10
45,No,Non-Travel,336,Sales,26,3,Marketing,1,1612,Sales Executive,4385,3,10
31,No,Travel_Frequently,715,Sales,2,4,Other,1,1613,Sales Executive,5332,3,5
36,No,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,Manufacturing Director,4663,3,3
34,No,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,Manufacturing Director,4724,3,9
49,No,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,Laboratory Technician,3211,2,9
39,No,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,Manufacturing Director,5377,3,7
27,No,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,Laboratory Technician,4066,3,7
35,No,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,Research Scientist,5208,3,16
28,No,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,Manufacturing Director,4877,2,5
21,No,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,Research Scientist,3117,3,2
18,Yes,Travel_Frequently,544,Sales,3,2,Medical,1,1624,Sales Representative,1569,4,0
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,Manager,19658,3,5
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,Laboratory Technician,3069,3,10
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,Manufacturing Director,10435,3,18
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,Healthcare Representative,4148,3,14
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,Manufacturing Director,5768,2,4
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,Manufacturing Director,5042,1,9
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,Manufacturing Director,5770,3,10
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,Manufacturing Director,7756,4,5
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,Sales Executive,10306,3,13
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,Research Scientist,3936,1,8
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,Manufacturing Director,7945,2,4
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,Human Resources,5743,3,10
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,Manager,15202,3,2
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,Sales Executive,5440,2,2
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,Research Scientist,3760,3,6
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,Research Scientist,3517,3,3
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,Research Scientist,2580,2,4
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,Laboratory Technician,2166,1,4
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,Sales Executive,5869,3,5
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,Healthcare Representative,8008,3,3
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,Manufacturing Director,5206,3,7
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,Manufacturing Director,5295,3,5
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,Research Director,16413,3,4
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,Research Director,13269,3,14
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,Sales Representative,2783,3,2
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,Research Scientist,5433,3,11
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,Laboratory Technician,2013,3,4
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,Healthcare Representative,13966,3,15
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,Manufacturing Director,4374,3,3
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,Healthcare Representative,6842,3,5
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,Manager,17426,3,10
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,Research Director,17603,3,14
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,Sales Executive,4581,4,11
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,Research Scientist,4735,4,13
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,Sales Executive,4187,2,10
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,Sales Executive,5505,3,6
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,Research Scientist,5470,2,9
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,Sales Executive,5476,3,10
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,Laboratory Technician,2587,2,2
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,Laboratory Technician,2440,3,4
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,Manager,15972,3,3
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,Manager,15379,3,8
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,Sales Executive,7082,3,2
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,Sales Representative,2728,3,2
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,Sales Executive,5368,3,6
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,Healthcare Representative,5347,2,3
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,Human Resources,3195,3,2
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,Laboratory Technician,3989,3,5
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,Laboratory Technician,3306,2,0
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,Healthcare Representative,7005,3,4
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,Sales Representative,2655,3,9
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,Laboratory Technician,1393,3,1
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,Laboratory Technician,2570,3,7
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,Research Scientist,3537,3,4
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,Laboratory Technician,3986,4,15
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,Healthcare Representative,10883,4,1
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,Laboratory Technician,2028,3,14
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,Sales Executive,9525,2,6
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,Research Scientist,2929,3,10
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,Sales Representative,2275,3,3
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,Healthcare Representative,7879,3,8
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,Research Scientist,4930,4,5
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,Sales Executive,7847,3,10
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,Research Scientist,4401,3,5
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,Sales Executive,9241,3,10
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,Laboratory Technician,2974,3,5
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,Sales Representative,4502,2,13
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,Healthcare Representative,10748,2,23
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,Human Resources,1555,3,1
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,Sales Executive,12936,1,23
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,Laboratory Technician,2305,4,3
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,Research Director,16704,3,21
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,Research Scientist,3433,2,5
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,Laboratory Technician,3477,4,5
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,Human Resources,6430,3,3
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,Manufacturing Director,6516,3,1
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,Laboratory Technician,3907,4,6
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,Healthcare Representative,5562,3,10
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,Manufacturing Director,6883,3,7
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,Research Scientist,2862,2,10
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,Sales Executive,4978,1,1
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,Sales Executive,10368,2,10
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,Sales Executive,6134,3,2
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,Sales Executive,6735,3,0
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,Laboratory Technician,3295,1,3
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,Manufacturing Director,5238,2,5
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,Laboratory Technician,6472,3,9
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,Sales Executive,9610,1,4
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,Manager,19833,2,21
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,Human Resources,9756,4,5
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,Research Scientist,4968,3,9
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,Human Resources,2145,3,2
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,Human Resources,2180,2,4
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,Sales Executive,8346,3,5
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,Research Scientist,3445,2,6
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,Sales Representative,2760,3,2
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,Healthcare Representative,6294,4,3
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,Sales Executive,7140,3,7
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,Research Scientist,2932,3,5
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,Sales Executive,5147,2,11
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,Sales Executive,4507,4,5
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,Sales Executive,8564,2,0
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,Laboratory Technician,2468,2,6
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,Sales Executive,8161,3,1
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,Research Scientist,2109,3,1
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,Healthcare Representative,5294,3,7
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,Research Scientist,2718,3,7
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,Healthcare Representative,5811,3,1
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,Research Scientist,2437,3,1
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,Laboratory Technician,2766,2,5
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,Research Director,19038,3,1
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,Research Scientist,3055,2,9
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,Laboratory Technician,2289,3,5
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,Sales Executive,4001,3,15
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,Manufacturing Director,12965,2,3
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,Human Resources,3539,3,9
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,Sales Executive,6029,3,2
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,Sales Representative,2679,3,1
38,No,Travel_Rarely,1153,Research & Development,6,2,Other,1,1782,Laboratory Technician,3702,3,5
22,Yes,Travel_Rarely,1294,Research & Development,8,1,Medical,1,1783,Laboratory Technician,2398,3,1
31,No,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,Sales Executive,5468,3,12
51,No,Travel_Rarely,942,Research & Development,3,3,Technical Degree,1,1786,Manager,13116,3,2
37,No,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,Sales Executive,4189,3,5
46,No,Travel_Rarely,734,Research & Development,2,4,Medical,1,1789,Research Director,19328,3,2
36,No,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,Healthcare Representative,8321,3,12
44,Yes,Travel_Frequently,429,Research & Development,1,2,Medical,1,1792,Research Scientist,2342,2,5
37,No,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,Human Resources,4071,2,10
35,Yes,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,Sales Executive,5813,3,10
33,No,Travel_Rarely,867,Research & Development,8,4,Life Sciences,1,1798,Research Scientist,3143,3,10
28,No,Travel_Rarely,1181,Research & Development,1,3,Life Sciences,1,1799,Research Scientist,2044,4,5
39,No,Travel_Rarely,1253,Research & Development,10,1,Medical,1,1800,Research Director,13464,3,4
46,No,Non-Travel,849,Sales,26,2,Life Sciences,1,1801,Sales Executive,7991,3,2
40,No,Travel_Rarely,616,Research & Development,2,2,Life Sciences,1,1802,Laboratory Technician,3377,2,4
42,No,Travel_Rarely,1128,Research & Development,13,3,Medical,1,1803,Healthcare Representative,5538,2,0
35,No,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,Manufacturing Director,5762,3,7
38,No,Non-Travel,1336,Human Resources,2,3,Human Resources,1,1805,Human Resources,2592,3,11
34,Yes,Travel_Frequently,234,Research & Development,9,4,Life Sciences,1,1807,Laboratory Technician,5346,2,7
37,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,Manufacturing Director,4213,1,10
39,No,Travel_Frequently,766,Sales,20,3,Life Sciences,1,1812,Sales Executive,4127,3,2
43,No,Non-Travel,343,Research & Development,9,3,Life Sciences,1,1813,Research Scientist,2438,2,3
41,No,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,Healthcare Representative,6870,1,3
41,No,Travel_Rarely,796,Sales,4,1,Marketing,1,1815,Sales Executive,10447,4,22
30,No,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,Manufacturing Director,9667,3,7
26,Yes,Travel_Rarely,920,Human Resources,20,2,Medical,1,1818,Human Resources,2148,3,5
46,Yes,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,Healthcare Representative,8926,4,9
40,No,Travel_Rarely,1194,Research & Development,1,3,Life Sciences,1,1822,Healthcare Representative,6513,3,5
34,No,Travel_Rarely,810,Sales,8,2,Technical Degree,1,1823,Sales Executive,6799,3,10
58,No,Non-Travel,350,Sales,2,3,Medical,1,1824,Manager,16291,2,16
35,No,Travel_Rarely,185,Research & Development,23,4,Medical,1,1826,Laboratory Technician,2705,4,5
47,No,Travel_Rarely,1001,Research & Development,4,3,Life Sciences,1,1827,Manufacturing Director,10333,3,22
40,No,Travel_Rarely,750,Research & Development,12,3,Life Sciences,1,1829,Healthcare Representative,4448,3,7
54,No,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,Research Scientist,6854,2,7
31,No,Travel_Frequently,1125,Sales,7,4,Marketing,1,1833,Sales Executive,9637,3,3
28,No,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,Research Scientist,3591,3,3
38,No,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,Sales Representative,5405,2,4
26,No,Travel_Rarely,572,Sales,10,3,Medical,1,1836,Sales Executive,4684,3,5
58,No,Travel_Frequently,1216,Research & Development,15,4,Life Sciences,1,1837,Research Director,15787,3,2
18,No,Non-Travel,1431,Research & Development,14,3,Medical,1,1839,Research Scientist,1514,1,0
31,Yes,Travel_Rarely,359,Human Resources,18,5,Human Resources,1,1842,Human Resources,2956,3,1
29,Yes,Travel_Rarely,350,Human Resources,13,3,Human Resources,1,1844,Human Resources,2335,3,2
45,No,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,Sales Executive,5154,4,8
36,No,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,Research Scientist,6962,3,1
43,No,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,Sales Executive,5675,3,7
27,No,Travel_Frequently,1297,Research & Development,5,2,Life Sciences,1,1850,Laboratory Technician,2379,2,5
29,No,Travel_Frequently,574,Research & Development,20,1,Medical,1,1852,Laboratory Technician,3812,4,11
32,No,Travel_Frequently,1318,Sales,10,4,Marketing,1,1853,Sales Executive,4648,4,0
42,No,Non-Travel,355,Research & Development,10,4,Technical Degree,1,1854,Research Scientist,2936,2,6
47,No,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,Laboratory Technician,2105,3,2
46,No,Travel_Rarely,706,Research & Development,2,2,Life Sciences,1,1857,Manufacturing Director,8578,2,9
28,No,Non-Travel,280,Human Resources,1,2,Life Sciences,1,1858,Human Resources,2706,3,3
29,No,Travel_Rarely,726,Research & Development,29,1,Life Sciences,1,1859,Healthcare Representative,6384,3,7
42,No,Travel_Rarely,1142,Research & Development,8,3,Life Sciences,1,1860,Laboratory Technician,3968,3,0
32,Yes,Travel_Rarely,414,Sales,2,4,Marketing,1,1862,Sales Executive,9907,2,2
46,No,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,1863,Sales Executive,13225,3,19
27,No,Travel_Rarely,728,Sales,23,1,Medical,1,1864,Sales Representative,3540,3,9
29,No,Travel_Rarely,352,Human Resources,6,1,Medical,1,1865,Human Resources,2804,3,1
43,No,Travel_Rarely,823,Research & Development,6,3,Medical,1,1866,Manager,19392,3,16
48,No,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,1,1867,Research Director,19665,3,22
29,Yes,Travel_Frequently,459,Research & Development,24,2,Life Sciences,1,1868,Research Scientist,2439,2,1
46,Yes,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,Sales Executive,7314,3,8
27,No,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,Research Scientist,4774,2,7
39,No,Travel_Rarely,835,Research & Development,19,4,Other,1,1871,Research Scientist,3902,3,2
55,No,Travel_Rarely,836,Research & Development,2,4,Technical Degree,1,1873,Research Scientist,2662,4,5
28,No,Travel_Rarely,1172,Sales,3,3,Medical,1,1875,Sales Representative,2856,3,1
30,Yes,Travel_Rarely,945,Sales,9,3,Medical,1,1876,Sales Representative,1081,2,1
22,Yes,Travel_Rarely,391,Research & Development,7,1,Life Sciences,1,1878,Research Scientist,2472,3,1
36,No,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,Sales Executive,5673,3,10
31,No,Travel_Rarely,311,Research & Development,20,3,Life Sciences,1,1881,Laboratory Technician,4197,3,10
34,No,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,Sales Executive,9713,3,5
29,No,Travel_Rarely,592,Research & Development,7,3,Life Sciences,1,1883,Laboratory Technician,2062,3,3
37,No,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,Research Scientist,4284,3,5
35,No,Travel_Rarely,219,Research & Development,16,2,Other,1,1886,Manufacturing Director,4788,3,3
45,No,Travel_Rarely,556,Research & Development,25,2,Life Sciences,1,1888,Manufacturing Director,5906,2,9
36,No,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,Human Resources,3886,2,10
40,No,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,Manager,16823,3,19
26,No,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,Research Scientist,2933,2,1
27,No,Travel_Rarely,511,Sales,2,2,Medical,1,1898,Sales Executive,6500,2,8
48,No,Travel_Frequently,117,Research & Development,22,3,Medical,1,1900,Manager,17174,3,22
44,No,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,Healthcare Representative,5033,3,2
34,Yes,Non-Travel,967,Research & Development,16,4,Technical Degree,1,1905,Research Scientist,2307,3,5
56,Yes,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,1907,Laboratory Technician,2587,3,4
36,No,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,Sales Executive,5507,1,4
41,No,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,Sales Executive,4393,3,5
42,No,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,Research Director,13348,4,13
31,No,Travel_Rarely,1079,Sales,10,2,Medical,1,1912,Sales Executive,6583,3,5
34,No,Travel_Rarely,735,Sales,3,1,Medical,1,1915,Sales Executive,8103,2,4
31,No,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,Laboratory Technician,3978,2,2
26,No,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,Laboratory Technician,2544,3,7
45,No,Travel_Frequently,1297,Research & Development,1,4,Medical,1,1922,Healthcare Representative,5399,3,4
33,No,Travel_Rarely,217,Sales,10,4,Marketing,1,1924,Sales Executive,5487,2,10
28,No,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,Sales Executive,6834,3,7
29,Yes,Travel_Frequently,746,Sales,24,3,Technical Degree,1,1928,Sales Representative,1091,3,1
39,No,Non-Travel,1251,Sales,21,4,Life Sciences,1,1929,Sales Executive,5736,3,3
27,No,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,1,1931,Research Scientist,2226,2,5
34,No,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,Research Scientist,5747,3,15
28,Yes,Travel_Rarely,1475,Sales,13,2,Marketing,1,1933,Sales Executive,9854,3,2
47,No,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,Research Scientist,5467,4,8
56,No,Travel_Rarely,1443,Sales,11,5,Marketing,1,1935,Sales Executive,5380,3,0
39,No,Travel_Rarely,867,Research & Development,9,2,Medical,1,1936,Manufacturing Director,5151,3,10
38,No,Travel_Frequently,1394,Research & Development,8,3,Medical,1,1937,Research Scientist,2133,3,20
58,No,Travel_Rarely,605,Sales,21,3,Life Sciences,1,1938,Manager,17875,2,1
32,Yes,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,1939,Research Scientist,2432,3,4
38,No,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,1,1940,Research Scientist,4771,4,5
49,No,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,1,1941,Research Director,19161,3,5
42,No,Travel_Rarely,419,Sales,12,4,Marketing,1,1943,Sales Executive,5087,3,0
27,Yes,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,Human Resources,2863,3,1
35,No,Travel_Rarely,682,Sales,18,4,Medical,1,1945,Sales Executive,5561,1,5
28,No,Non-Travel,1103,Research & Development,16,3,Medical,1,1947,Research Scientist,2144,2,5
31,No,Non-Travel,976,Research & Development,3,2,Medical,1,1948,Research Scientist,3065,4,4
36,No,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,Laboratory Technician,2810,3,5
34,No,Travel_Rarely,937,Sales,1,3,Marketing,1,1950,Sales Executive,9888,2,14
34,No,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,Sales Executive,8628,2,8
26,No,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,Laboratory Technician,2867,2,7
29,No,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,1954,Healthcare Representative,5373,2,5
32,No,Non-Travel,1146,Research & Development,15,4,Medical,1,1955,Healthcare Representative,6667,3,5
31,No,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,1,1956,Research Scientist,5003,3,10
28,Yes,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,1,1960,Laboratory Technician,2367,2,4
38,No,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,1961,Sales Representative,2858,2,1
35,No,Travel_Rarely,1224,Sales,7,4,Life Sciences,1,1962,Sales Executive,5204,3,10
27,No,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,Sales Executive,4105,3,7
32,No,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,1,1966,Manufacturing Director,9679,3,1
31,Yes,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,Sales Executive,5617,3,10
53,Yes,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,1968,Sales Executive,10448,2,2
54,No,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,1969,Research Scientist,2897,2,4
33,No,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,Healthcare Representative,5968,3,9
43,No,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,1971,Healthcare Representative,7510,3,10
38,No,Travel_Frequently,1444,Human Resources,1,4,Other,1,1972,Human Resources,2991,3,6
55,No,Travel_Rarely,189,Human Resources,26,4,Human Resources,1,1973,Manager,19636,3,10
31,No,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,Laboratory Technician,1129,3,1
39,No,Travel_Rarely,119,Sales,15,4,Marketing,1,1975,Sales Executive,13341,3,20
42,No,Non-Travel,335,Research & Development,23,2,Life Sciences,1,1976,Research Scientist,4332,3,20
